t[yr],B[G],L[erg/s],P_fill[s],Pdot_fill[s/s],chi[rad],P_vac[s],Pdot_vac[s/s],P_vacObs[s],Pdot_vacObs[s/s],bpol,etor,btorAvg
0.0,100000000000000.0,2.8224477e+37,0.001,1.3143350846282932e-08,1.0471975511965976,0.001,3.75524309893798e-09,0.001,6.488616906478831e-09,300000000000000.0,50,52000000000000.0
1.3,99937719000000.0,1.4308674e+35,0.02453677724329968,3.101835721485463e-10,0.12076857586035025,0.016933257120414977,2.2151741382316517e-10,0.02224487903069316,2.913616743307018e-10,300000000000000.0,50,52000000000000.0
1.5,99935959000000.0,1.3880854e+35,0.026426733073693896,2.8743039043008795e-10,0.11225005693030907,0.018282651137928006,2.0515963053962624e-10,0.024019663600323433,2.698225570213832e-10,300000000000000.0,50,52000000000000.0
1.8,99933227000000.0,1.3323936e+35,0.02902662491162194,2.6112308602916593e-10,0.10230014362344164,0.02013777180281868,1.8624937645985034e-10,0.02645937850619246,2.4492927256116604e-10,300000000000000.0,50,52000000000000.0
2.1,99930391000000.0,1.285911e+35,0.03140781218713575,2.409519285068691e-10,0.09460315277860223,0.02183571047996591,1.7175636327221013e-10,0.02869220309302457,2.2585533414385223e-10,300000000000000.0,50,52000000000000.0
2.5,99926466000000.0,1.2350492e+35,0.03432252998313467,2.2015524037159203e-10,0.08661067858131663,0.023912729818515596,1.5682365922667769e-10,0.03142335159353521,2.0620648178006976e-10,300000000000000.0,50,52000000000000.0
3.0,99921360000000.0,1.1843052e+35,0.03764487453695791,2.0045743120618208e-10,0.0789918768669956,0.02627856855163389,1.4269231350934402e-10,0.034534099301146454,1.8761529202988572e-10,300000000000000.0,50,52000000000000.0
3.6,99915004000000.0,1.1362627e+35,0.0412759664603711,1.8261062330071286e-10,0.07205231997497155,0.02886249400859502,1.299016400950368e-10,0.03793143550090346,1.707903367476245e-10,300000000000000.0,50,52000000000000.0
4.3,99907377000000.0,1.0919737e+35,0.04514062811764699,1.6681023826099992e-10,0.06588259408344209,0.03161086845396282,1.1858936294639384e-10,0.04154484561750144,1.5591183983354444e-10,300000000000000.0,50,52000000000000.0
5.2,99897413000000.0,1.0471019e+35,0.049665404281093645,1.5146842447447707e-10,0.05987150580227803,0.034826717531664934,1.0761715346640562e-10,0.04577272429770729,1.4148205624461802e-10,300000000000000.0,50,52000000000000.0
6.2,99886342000000.0,1.0075321e+35,0.054248321883202916,1.3856076377171716e-10,0.05480061200135607,0.03808205776487687,9.83955027131194e-11,0.05005240464208508,1.293554670610672e-10,300000000000000.0,50,52000000000000.0
7.5,99872162000000.0,9.6643666e+34,0.05967808009864695,1.258521459834187e-10,0.04979763222007252,0.041936935240125144,8.93252142265057e-11,0.05512016029802004,1.1742872932345625e-10,300000000000000.0,50,52000000000000.0
9.0,99856135000000.0,9.284802e+34,0.06538079380113934,1.1479111960511705e-10,0.04543644875637604,0.04598366737761735,8.143852165183931e-11,0.060440033163392325,1.0705892321078459e-10,300000000000000.0,50,52000000000000.0
11.0,99833067000000.0,9.0051876e+34,0.07228273775796333,1.0374384981412482e-10,0.04107761809337547,0.050879228941323386,7.356897715611e-11,0.06687568138629679,9.671216334506791e-11,300000000000000.0,50,52000000000000.0
